,Likes,Price,Pop_1E,MdAgeE,MnHHIncE,EA_LTHSGrE,EA_BchDHE,NtvE,Fb1E,categories_cat,GeoID_cat
319,356.0,2.0,27875,36.3,194326.0,845,17876,18819,9056,4,90
320,0.0,1.0,27875,36.3,194326.0,845,17876,18819,9056,3,90
321,52.0,2.0,76863,37.7,189927.0,3876,47891,54649,22214,4,87
322,0.0,3.0,27875,36.3,194326.0,845,17876,18819,9056,9,90
323,1099.0,4.0,76863,37.7,189927.0,3876,47891,54649,22214,0,87
324,17.0,3.0,55649,51.2,332403.0,742,38605,44909,10740,6,106
325,32.0,4.0,55649,51.2,332403.0,742,38605,44909,10740,0,106
326,70.0,3.0,55649,51.2,332403.0,742,38605,44909,10740,9,106
327,0.0,3.0,55649,51.2,332403.0,742,38605,44909,10740,0,106
328,0.0,2.0,55649,51.2,332403.0,742,38605,44909,10740,6,106
329,153.0,2.0,55649,51.2,332403.0,742,38605,44909,10740,6,106
330,188.0,4.0,55649,51.2,332403.0,742,38605,44909,10740,0,106
331,252.0,3.0,78241,37.0,168839.0,1643,51730,61082,17159,4,101
332,141.0,2.0,78241,37.0,168839.0,1643,51730,61082,17159,8,101
333,57.0,3.0,55649,51.2,332403.0,742,38605,44909,10740,6,106
334,0.0,4.0,55649,51.2,332403.0,742,38605,44909,10740,1,106
335,0.0,2.0,55649,51.2,332403.0,742,38605,44909,10740,7,106
336,46.0,2.0,55649,51.2,332403.0,742,38605,44909,10740,1,106
337,29.0,3.0,55649,51.2,332403.0,742,38605,44909,10740,6,106
338,80.0,2.0,78241,37.0,168839.0,1643,51730,61082,17159,4,101
339,134.0,2.0,78241,37.0,168839.0,1643,51730,61082,17159,1,101
340,179.0,2.0,69111,36.1,72416.0,6910,15340,39688,29423,2,24
341,0.0,1.0,69111,36.1,72416.0,6910,15340,39688,29423,3,24
342,0.0,1.0,39140,31.1,39706.0,7878,3429,23212,15928,3,56
343,8.0,3.0,38081,32.5,42188.0,8457,3408,20231,17850,7,78
344,24.0,1.0,38081,32.5,42188.0,8457,3408,20231,17850,2,78
345,5.0,2.0,56293,30.6,38224.0,11033,4375,33932,22361,4,65
346,88.0,3.0,32259,38.9,49756.0,5998,5475,20739,11520,6,3
347,2.0,3.0,34431,45.6,61830.0,3685,11984,10279,24152,9,2
348,1.0,1.0,34431,45.6,61830.0,3685,11984,10279,24152,1,2
349,10.0,3.0,34431,45.6,61830.0,3685,11984,10279,24152,9,2
350,11.0,2.0,27551,44.1,126194.0,1674,11558,21007,6544,8,55
351,4.0,1.0,27551,44.1,126194.0,1674,11558,21007,6544,3,55
352,3.0,1.0,52922,36.2,64581.0,9779,11512,29599,23323,3,80
353,18.0,3.0,31295,42.6,99641.0,3153,11667,22189,9106,4,59
354,42.0,2.0,31295,42.6,99641.0,3153,11667,22189,9106,10,59
355,0.0,1.0,31295,42.6,99641.0,3153,11667,22189,9106,6,59
356,46.0,2.0,31295,42.6,99641.0,3153,11667,22189,9106,7,59
357,39.0,2.0,22832,38.0,143550.0,1138,11307,18099,4733,8,17
358,0.0,3.0,22832,38.0,143550.0,1138,11307,18099,4733,9,17
359,349.0,2.0,74731,36.0,176550.0,3220,43249,62461,12270,8,15
360,26.0,4.0,74731,36.0,176550.0,3220,43249,62461,12270,1,15
361,59.0,2.0,74731,36.0,176550.0,3220,43249,62461,12270,1,15
362,2.0,1.0,21237,36.3,141251.0,1420,11716,16595,4642,3,27
363,38.0,2.0,21237,36.3,141251.0,1420,11716,16595,4642,5,27
364,48.0,2.0,21237,36.3,141251.0,1420,11716,16595,4642,1,27
365,107.0,2.0,21237,36.3,141251.0,1420,11716,16595,4642,0,27
366,1.0,1.0,38930,33.4,109468.0,2335,16773,31966,6964,3,29
367,11.0,2.0,21237,36.3,141251.0,1420,11716,16595,4642,5,27
368,104.0,3.0,21237,36.3,141251.0,1420,11716,16595,4642,9,27
369,0.0,2.0,88522,37.4,82561.0,7983,16360,49211,39311,2,22
370,2.0,2.0,106883,34.8,74156.0,12611,24921,61178,45705,9,19
371,21.0,2.0,106883,34.8,74156.0,12611,24921,61178,45705,8,19
372,26.0,1.0,47726,41.3,112856.0,2735,13098,33965,13761,6,21
373,1.0,2.0,72186,37.8,92808.0,5685,15546,40844,31342,6,23
374,7.0,3.0,47726,41.3,112856.0,2735,13098,33965,13761,6,21
375,6.0,3.0,72186,37.8,92808.0,5685,15546,40844,31342,6,23
376,0.0,2.0,72186,37.8,92808.0,5685,15546,40844,31342,1,23
377,4.0,2.0,47726,41.3,112856.0,2735,13098,33965,13761,1,21
378,79.0,2.0,24365,49.0,103468.0,1868,8092,15096,9269,6,139
379,37.0,3.0,24365,49.0,103468.0,1868,8092,15096,9269,5,139
380,5.0,1.0,24365,49.0,103468.0,1868,8092,15096,9269,3,139
381,16.0,3.0,25633,48.5,112436.0,1659,9176,15695,9938,4,140
382,44.0,2.0,25633,48.5,112436.0,1659,9176,15695,9938,3,140
383,9.0,2.0,25633,48.5,112436.0,1659,9176,15695,9938,6,140
384,63.0,4.0,25633,48.5,112436.0,1659,9176,15695,9938,6,140
385,19.0,3.0,25633,48.5,112436.0,1659,9176,15695,9938,4,140
386,2.0,1.0,54925,35.9,58824.0,8829,6012,42233,12692,3,50
387,0.0,2.0,74731,36.0,176550.0,3220,43249,62461,12270,0,15
388,0.0,2.0,74731,36.0,176550.0,3220,43249,62461,12270,3,15
389,230.0,1.0,74731,36.0,176550.0,3220,43249,62461,12270,1,15
390,16.0,2.0,74731,36.0,176550.0,3220,43249,62461,12270,7,15
391,17.0,2.0,74731,36.0,176550.0,3220,43249,62461,12270,3,15
392,21.0,2.0,74731,36.0,176550.0,3220,43249,62461,12270,8,15
393,45.0,3.0,74731,36.0,176550.0,3220,43249,62461,12270,1,15
394,40.0,3.0,74731,36.0,176550.0,3220,43249,62461,12270,10,15
395,3.0,1.0,74731,36.0,176550.0,3220,43249,62461,12270,6,15
396,41.0,2.0,74731,36.0,176550.0,3220,43249,62461,12270,4,15
397,29.0,2.0,74731,36.0,176550.0,3220,43249,62461,12270,6,15
398,5.0,1.0,43766,36.1,161484.0,3350,20913,36203,7563,3,12
399,822.0,3.0,43766,36.1,161484.0,3350,20913,36203,7563,6,12
400,14.0,3.0,43766,36.1,161484.0,3350,20913,36203,7563,8,12
401,2.0,2.0,24275,39.4,114781.0,1225,6098,20701,3574,6,162
402,1.0,2.0,24275,39.4,114781.0,1225,6098,20701,3574,3,162
403,29.0,3.0,24275,39.4,114781.0,1225,6098,20701,3574,6,162
404,9.0,1.0,86117,34.9,71178.0,11265,20390,66245,19872,3,81
405,40.0,3.0,86117,34.9,71178.0,11265,20390,66245,19872,4,81
406,2.0,1.0,86117,34.9,71178.0,11265,20390,66245,19872,3,81
407,0.0,2.0,86117,34.9,71178.0,11265,20390,66245,19872,4,81
408,1.0,1.0,52700,34.5,72196.0,9561,13996,33349,19351,7,82
409,0.0,1.0,52700,34.5,72196.0,9561,13996,33349,19351,3,82
410,4.0,1.0,52700,34.5,72196.0,9561,13996,33349,19351,3,82
411,4.0,1.0,86117,34.9,71178.0,11265,20390,66245,19872,3,81
412,1.0,4.0,96755,33.6,52601.0,11438,8981,65544,31211,4,36
413,21.0,2.0,96755,33.6,52601.0,11438,8981,65544,31211,2,36
414,2.0,2.0,96755,33.6,52601.0,11438,8981,65544,31211,4,36
415,0.0,2.0,49063,33.1,64554.0,6977,4266,27611,21452,4,37
416,34.0,2.0,49063,33.1,64554.0,6977,4266,27611,21452,7,37
417,1.0,1.0,96755,33.6,52601.0,11438,8981,65544,31211,3,36
418,1.0,2.0,96755,33.6,52601.0,11438,8981,65544,31211,3,36
419,0.0,1.0,49063,33.1,64554.0,6977,4266,27611,21452,1,37
420,0.0,1.0,49063,33.1,64554.0,6977,4266,27611,21452,7,37
421,0.0,1.0,60572,36.9,85858.0,9218,9717,31122,29450,3,146
422,3.0,2.0,49063,33.1,64554.0,6977,4266,27611,21452,7,37
423,4.0,2.0,96755,33.6,52601.0,11438,8981,65544,31211,7,36
424,2.0,1.0,60572,36.9,85858.0,9218,9717,31122,29450,3,146
425,0.0,2.0,78241,37.0,168839.0,1643,51730,61082,17159,6,101
426,0.0,3.0,78241,37.0,168839.0,1643,51730,61082,17159,6,101
427,145.0,3.0,78241,37.0,168839.0,1643,51730,61082,17159,1,101
428,3.0,4.0,78241,37.0,168839.0,1643,51730,61082,17159,6,101
429,11.0,2.0,78241,37.0,168839.0,1643,51730,61082,17159,3,101
430,0.0,2.0,78241,37.0,168839.0,1643,51730,61082,17159,9,101
431,0.0,4.0,50231,44.7,73597.0,8591,8913,20049,30182,1,144
432,43.0,2.0,25677,44.4,70263.0,5290,4420,9197,16480,3,145
433,6.0,1.0,25677,44.4,70263.0,5290,4420,9197,16480,5,145
434,0.0,2.0,40925,32.3,47047.0,8326,3546,26890,14035,0,64
435,2.0,1.0,35560,27.6,37407.0,7170,2104,26091,9469,3,44
436,0.0,1.0,40925,32.3,47047.0,8326,3546,26890,14035,1,64
437,35.0,2.0,42882,29.3,45094.0,8930,3244,29785,13097,8,63
438,2.0,1.0,42882,29.3,45094.0,8930,3244,29785,13097,3,63
439,4.0,1.0,52922,36.2,64581.0,9779,11512,29599,23323,7,80
440,1.0,2.0,73052,37.3,71900.0,13460,21160,39192,33860,7,104
441,15.0,2.0,52922,36.2,64581.0,9779,11512,29599,23323,10,80
442,103.0,2.0,52922,36.2,64581.0,9779,11512,29599,23323,8,80
443,1.0,2.0,52922,36.2,64581.0,9779,11512,29599,23323,7,80
444,11.0,1.0,52922,36.2,64581.0,9779,11512,29599,23323,3,80
445,34.0,1.0,76863,37.7,189927.0,3876,47891,54649,22214,7,87
446,102.0,2.0,76863,37.7,189927.0,3876,47891,54649,22214,6,87
447,5.0,2.0,76863,37.7,189927.0,3876,47891,54649,22214,3,87
448,0.0,2.0,76863,37.7,189927.0,3876,47891,54649,22214,9,87
449,93.0,2.0,76863,37.7,189927.0,3876,47891,54649,22214,6,87
450,71.0,2.0,76863,37.7,189927.0,3876,47891,54649,22214,6,87
451,240.0,3.0,26928,32.9,185239.0,309,16511,22204,4724,4,93
452,0.0,3.0,26928,32.9,185239.0,309,16511,22204,4724,3,93
453,89.0,4.0,76863,37.7,189927.0,3876,47891,54649,22214,6,87
454,1.0,4.0,76863,37.7,189927.0,3876,47891,54649,22214,6,87
455,304.0,4.0,76863,37.7,189927.0,3876,47891,54649,22214,0,87
456,129.0,3.0,66258,37.6,213703.0,797,45280,55084,11174,4,95
457,174.0,3.0,66258,37.6,213703.0,797,45280,55084,11174,0,95
458,51.0,2.0,66258,37.6,213703.0,797,45280,55084,11174,6,95
459,619.0,3.0,66258,37.6,213703.0,797,45280,55084,11174,1,95
460,440.0,3.0,66258,37.6,213703.0,797,45280,55084,11174,6,95
461,0.0,4.0,66258,37.6,213703.0,797,45280,55084,11174,4,95
462,731.0,3.0,66258,37.6,213703.0,797,45280,55084,11174,4,95
463,2.0,2.0,42698,36.6,266241.0,3196,24433,30796,11902,6,96
464,24.0,1.0,42698,36.6,266241.0,3196,24433,30796,11902,4,96
465,5.0,3.0,42698,36.6,266241.0,3196,24433,30796,11902,6,96
466,65.0,3.0,42698,36.6,266241.0,3196,24433,30796,11902,6,96
467,300.0,2.0,66258,37.6,213703.0,797,45280,55084,11174,6,95
468,37.0,1.0,66258,37.6,213703.0,797,45280,55084,11174,8,95
469,55.0,2.0,66258,37.6,213703.0,797,45280,55084,11174,8,95
470,61.0,3.0,66258,37.6,213703.0,797,45280,55084,11174,6,95
471,67.0,1.0,66258,37.6,213703.0,797,45280,55084,11174,1,95
472,385.0,3.0,42698,36.6,266241.0,3196,24433,30796,11902,4,96
473,369.0,2.0,132455,43.5,205755.0,7024,78789,104012,28443,0,86
474,0.0,3.0,132455,43.5,205755.0,7024,78789,104012,28443,1,86
475,18.0,2.0,132455,43.5,205755.0,7024,78789,104012,28443,5,86
476,0.0,2.0,132455,43.5,205755.0,7024,78789,104012,28443,7,86
477,82.0,2.0,132455,43.5,205755.0,7024,78789,104012,28443,7,86
478,1.0,2.0,132455,43.5,205755.0,7024,78789,104012,28443,7,86
479,0.0,2.0,53094,29.6,117882.0,3599,21186,36941,16153,4,84
480,7.0,2.0,132455,43.5,205755.0,7024,78789,104012,28443,6,86
481,47.0,2.0,132455,43.5,205755.0,7024,78789,104012,28443,8,86
482,121.0,2.0,132455,43.5,205755.0,7024,78789,104012,28443,7,86
483,15.0,2.0,53094,29.6,117882.0,3599,21186,36941,16153,9,84
484,87.0,2.0,132455,43.5,205755.0,7024,78789,104012,28443,1,86
485,60.0,2.0,132455,43.5,205755.0,7024,78789,104012,28443,1,86
486,389.0,2.0,132455,43.5,205755.0,7024,78789,104012,28443,6,86
487,77.0,3.0,132455,43.5,205755.0,7024,78789,104012,28443,6,86
488,24.0,2.0,132455,43.5,205755.0,7024,78789,104012,28443,4,86
489,128.0,3.0,132455,43.5,205755.0,7024,78789,104012,28443,4,86
490,2.0,1.0,132455,43.5,205755.0,7024,78789,104012,28443,3,86
491,0.0,2.0,132455,43.5,205755.0,7024,78789,104012,28443,7,86
492,32.0,3.0,132455,43.5,205755.0,7024,78789,104012,28443,6,86
493,0.0,1.0,50935,34.3,56925.0,8938,7794,29084,21851,3,58
494,0.0,2.0,57685,31.5,54033.0,11098,5270,32066,25619,6,46
495,0.0,1.0,57685,31.5,54033.0,11098,5270,32066,25619,3,46
496,4.0,2.0,28164,28.7,36767.0,6432,1366,16330,11834,4,68
497,1.0,2.0,28164,28.7,36767.0,6432,1366,16330,11834,8,68
498,0.0,1.0,57685,31.5,54033.0,11098,5270,32066,25619,3,46
499,0.0,2.0,28164,28.7,36767.0,6432,1366,16330,11834,8,68
500,0.0,2.0,28164,28.7,36767.0,6432,1366,16330,11834,8,68
501,2.0,2.0,28164,28.7,36767.0,6432,1366,16330,11834,8,68
502,1.0,4.0,28164,28.7,36767.0,6432,1366,16330,11834,2,68
503,0.0,1.0,28164,28.7,36767.0,6432,1366,16330,11834,3,68
504,0.0,3.0,53198,30.5,41920.0,11372,4266,28528,24670,10,69
505,0.0,1.0,56293,30.6,38224.0,11033,4375,33932,22361,3,65
506,0.0,2.0,53198,30.5,41920.0,11372,4266,28528,24670,9,69
507,0.0,1.0,38081,32.5,42188.0,8457,3408,20231,17850,3,78
508,7.0,1.0,47400,44.9,63295.0,5071,9921,34148,13252,1,52
509,67.0,2.0,47400,44.9,63295.0,5071,9921,34148,13252,0,52
510,0.0,2.0,44057,31.6,38738.0,10559,3142,30794,13263,4,54
511,2.0,2.0,44057,31.6,38738.0,10559,3142,30794,13263,4,54
512,0.0,1.0,44057,31.6,38738.0,10559,3142,30794,13263,3,54
513,54.0,4.0,29115,25.2,38077.0,5042,2262,19328,9787,6,47
514,1.0,1.0,29115,25.2,38077.0,5042,2262,19328,9787,1,47
515,1.0,1.0,44057,31.6,38738.0,10559,3142,30794,13263,3,54
516,12.0,3.0,29115,25.2,38077.0,5042,2262,19328,9787,6,47
517,39.0,3.0,29115,25.2,38077.0,5042,2262,19328,9787,6,47
518,32.0,3.0,29115,25.2,38077.0,5042,2262,19328,9787,6,47
519,101.0,3.0,29115,25.2,38077.0,5042,2262,19328,9787,6,47
520,1.0,1.0,29004,33.8,64606.0,4142,4543,19731,9273,3,66
521,96.0,2.0,65631,44.3,84027.0,7091,20248,32200,33431,4,1
522,3.0,3.0,65631,44.3,84027.0,7091,20248,32200,33431,10,1
523,0.0,2.0,65631,44.3,84027.0,7091,20248,32200,33431,0,1
524,35.0,2.0,65631,44.3,84027.0,7091,20248,32200,33431,4,1
525,5.0,1.0,65631,44.3,84027.0,7091,20248,32200,33431,6,1
526,37.0,2.0,27894,47.9,112818.0,2007,8846,24250,3644,0,116
527,1.0,1.0,25347,38.3,73006.0,3497,5250,17269,8078,3,170
528,79.0,1.0,32172,36.8,69915.0,3704,6416,25106,7066,6,165
529,0.0,1.0,25347,38.3,73006.0,3497,5250,17269,8078,7,170
530,1.0,1.0,25347,38.3,73006.0,3497,5250,17269,8078,6,170
531,0.0,3.0,25347,38.3,73006.0,3497,5250,17269,8078,6,170
532,2.0,1.0,25347,38.3,73006.0,3497,5250,17269,8078,3,170
533,0.0,1.0,22380,34.4,92616.0,2062,3626,13675,8705,3,111
534,2.0,2.0,26117,38.3,100691.0,2319,4791,14934,11183,2,112
535,0.0,1.0,26117,38.3,100691.0,2319,4791,14934,11183,3,112
536,24.0,3.0,20933,41.6,99118.0,1511,4506,15364,5569,6,171
537,9.0,1.0,42306,43.2,107248.0,1964,10661,34229,8077,1,172
538,26.0,4.0,20933,41.6,99118.0,1511,4506,15364,5569,1,171
539,21.0,3.0,16292,38.7,96756.0,1431,4360,10953,5339,6,164
540,12.0,3.0,25453,41.1,87523.0,2792,5333,17535,7918,6,169
541,21.0,2.0,16292,38.7,96756.0,1431,4360,10953,5339,4,164
542,17.0,2.0,16292,38.7,96756.0,1431,4360,10953,5339,6,164
543,14.0,4.0,16292,38.7,96756.0,1431,4360,10953,5339,6,164
544,55.0,2.0,24168,37.3,215829.0,459,14831,20301,3867,5,0
545,41.0,2.0,45607,33.9,152758.0,4201,21284,36449,9158,1,16
546,11.0,2.0,24168,37.3,215829.0,459,14831,20301,3867,8,0
547,72.0,2.0,432,38.3,136198.0,5,226,323,109,10,43
548,7.0,3.0,47726,41.3,112856.0,2735,13098,33965,13761,7,21
549,5.0,1.0,47726,41.3,112856.0,2735,13098,33965,13761,3,21
550,14.0,3.0,65502,40.1,73042.0,11778,14577,27924,37578,6,8
551,2.0,2.0,66348,34.0,62320.0,22707,7790,28327,38021,7,13
552,2.0,2.0,29004,33.8,64606.0,4142,4543,19731,9273,0,66
553,0.0,1.0,28913,37.6,75205.0,3726,6602,20132,8781,3,73
554,2.0,2.0,28913,37.6,75205.0,3726,6602,20132,8781,8,73
555,57.0,2.0,29004,33.8,64606.0,4142,4543,19731,9273,6,66
556,15.0,3.0,43766,36.1,161484.0,3350,20913,36203,7563,6,12
557,233.0,2.0,43766,36.1,161484.0,3350,20913,36203,7563,8,12
558,1.0,1.0,43766,36.1,161484.0,3350,20913,36203,7563,3,12
559,11.0,2.0,43766,36.1,161484.0,3350,20913,36203,7563,6,12
560,162.0,2.0,43212,44.8,104934.0,4213,13928,24573,18639,1,141
561,1.0,2.0,43212,44.8,104934.0,4213,13928,24573,18639,3,141
562,2.0,3.0,43212,44.8,104934.0,4213,13928,24573,18639,1,141
563,1.0,2.0,43212,44.8,104934.0,4213,13928,24573,18639,3,141
564,38.0,2.0,43212,44.8,104934.0,4213,13928,24573,18639,5,141
565,19.0,2.0,43212,44.8,104934.0,4213,13928,24573,18639,4,141
566,111.0,2.0,43212,44.8,104934.0,4213,13928,24573,18639,7,141
567,22.0,3.0,43212,44.8,104934.0,4213,13928,24573,18639,6,141
568,22.0,4.0,43212,44.8,104934.0,4213,13928,24573,18639,4,141
569,0.0,1.0,43212,44.8,104934.0,4213,13928,24573,18639,3,141
570,0.0,1.0,54163,30.2,35589.0,13100,2700,39337,14826,7,67
571,0.0,3.0,52700,34.5,72196.0,9561,13996,33349,19351,7,82
572,0.0,1.0,52700,34.5,72196.0,9561,13996,33349,19351,3,82
573,13.0,1.0,93663,35.0,67649.0,21807,20711,48924,44739,7,105
574,12.0,2.0,93663,35.0,67649.0,21807,20711,48924,44739,8,105
575,3.0,2.0,93663,35.0,67649.0,21807,20711,48924,44739,2,105
576,5.0,2.0,59869,36.1,78355.0,9404,15593,45080,14789,7,102
577,1.0,2.0,59869,36.1,78355.0,9404,15593,45080,14789,6,102
578,0.0,3.0,59869,36.1,78355.0,9404,15593,45080,14789,4,102
579,6.0,2.0,59869,36.1,78355.0,9404,15593,45080,14789,4,102
580,1.0,1.0,62810,34.1,52105.0,12245,11306,48616,14194,5,103
581,0.0,1.0,62810,34.1,52105.0,12245,11306,48616,14194,3,103
582,4.0,2.0,59869,36.1,78355.0,9404,15593,45080,14789,5,102
583,2.0,2.0,51064,35.2,99074.0,6296,16966,38788,12276,9,85
584,0.0,1.0,62810,34.1,52105.0,12245,11306,48616,14194,9,103
585,121.0,2.0,50180,43.0,223563.0,946,35743,38160,12020,1,91
586,61.0,3.0,50180,43.0,223563.0,946,35743,38160,12020,6,91
587,0.0,2.0,50180,43.0,223563.0,946,35743,38160,12020,3,91
588,21.0,4.0,50180,43.0,223563.0,946,35743,38160,12020,1,91
589,196.0,2.0,50180,43.0,223563.0,946,35743,38160,12020,0,91
590,1.0,3.0,47775,34.5,150899.0,1996,29042,34591,13184,3,92
591,135.0,2.0,50180,43.0,223563.0,946,35743,38160,12020,1,91
592,82.0,2.0,50180,43.0,223563.0,946,35743,38160,12020,4,91
593,6.0,3.0,50180,43.0,223563.0,946,35743,38160,12020,1,91
594,15.0,4.0,50180,43.0,223563.0,946,35743,38160,12020,6,91
595,21.0,3.0,50180,43.0,223563.0,946,35743,38160,12020,9,91
596,0.0,2.0,50180,43.0,223563.0,946,35743,38160,12020,9,91
597,8.0,1.0,69295,36.6,104067.0,7866,26343,37216,32079,0,132
598,30.0,2.0,69295,36.6,104067.0,7866,26343,37216,32079,5,132
599,13.0,3.0,81559,38.3,184460.0,1634,49984,58658,22901,6,100
600,3.0,2.0,81559,38.3,184460.0,1634,49984,58658,22901,5,100
601,32.0,4.0,81559,38.3,184460.0,1634,49984,58658,22901,6,100
602,326.0,4.0,81559,38.3,184460.0,1634,49984,58658,22901,1,100
603,26.0,4.0,81559,38.3,184460.0,1634,49984,58658,22901,6,100
604,1.0,2.0,81559,38.3,184460.0,1634,49984,58658,22901,5,100
605,422.0,2.0,81559,38.3,184460.0,1634,49984,58658,22901,7,100
606,5.0,2.0,24732,34.4,85973.0,3053,8604,14853,9879,8,157
607,1.0,1.0,24732,34.4,85973.0,3053,8604,14853,9879,1,157
608,9.0,2.0,24732,34.4,85973.0,3053,8604,14853,9879,5,157
609,4.0,2.0,24732,34.4,85973.0,3053,8604,14853,9879,4,157
610,3.0,1.0,74767,34.9,83094.0,8040,30392,43807,30960,3,156
611,58.0,2.0,74767,34.9,83094.0,8040,30392,43807,30960,4,156
612,113.0,2.0,27875,36.3,194326.0,845,17876,18819,9056,4,90
613,302.0,2.0,76863,37.7,189927.0,3876,47891,54649,22214,6,87
614,208.0,3.0,26928,32.9,185239.0,309,16511,22204,4724,1,93
615,60.0,4.0,76863,37.7,189927.0,3876,47891,54649,22214,0,87
616,142.0,2.0,76863,37.7,189927.0,3876,47891,54649,22214,1,87
617,13.0,2.0,48235,36.3,96276.0,4855,17667,30147,18088,8,158
618,24.0,2.0,48235,36.3,96276.0,4855,17667,30147,18088,1,158
619,26.0,2.0,48235,36.3,96276.0,4855,17667,30147,18088,6,158
620,1.0,1.0,48235,36.3,96276.0,4855,17667,30147,18088,3,158
621,59.0,2.0,48235,36.3,96276.0,4855,17667,30147,18088,6,158
622,0.0,2.0,48235,36.3,96276.0,4855,17667,30147,18088,9,158
623,98.0,2.0,48235,36.3,96276.0,4855,17667,30147,18088,4,158
624,141.0,3.0,48235,36.3,96276.0,4855,17667,30147,18088,4,158
625,99.0,2.0,48235,36.3,96276.0,4855,17667,30147,18088,4,158
626,40.0,3.0,88313,42.9,104553.0,4673,40850,46536,41777,1,119
627,125.0,2.0,88313,42.9,104553.0,4673,40850,46536,41777,2,119
628,1.0,1.0,60572,36.9,85858.0,9218,9717,31122,29450,3,146
629,0.0,1.0,82931,38.7,90789.0,15652,11285,37348,45583,3,148
630,10.0,2.0,65068,35.6,82325.0,11579,9680,28074,36994,7,147
631,1.0,1.0,65068,35.6,82325.0,11579,9680,28074,36994,3,147
632,103.0,2.0,82931,38.7,90789.0,15652,11285,37348,45583,6,148
633,131.0,2.0,51064,35.2,99074.0,6296,16966,38788,12276,0,85
634,40.0,2.0,51064,35.2,99074.0,6296,16966,38788,12276,8,85
